post,ques,ans,ans1,severity1,bully1,ans2,severity2,bully2,ans3,severity3,bully3,fin
Q: Then report Cheyenne if your the real deal!!!! Vvv btw your cute jbatman (;<br>A: hahah yeah he is my husband :) and i willl!!!!!!!!!!!!! thankyou :D,Then report Cheyenne if your the real deal!!!! Vvv btw your cute jbatman (;, hahah yeah he is my husband :) and i willl!!!!!!!!!!!!! thankyou :D,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: They&#39;re called skinny jeans. NOT make you skinny jeans.<br>A: okayyyyyyy? hahahaha. im not fat?,They&#39;re called skinny jeans. NOT make you skinny jeans., okayyyyyyy? hahahaha. im not fat?,Yes,7,They called the answerer fat,Yes,1,NOT make you skinny jeans.,No,0,n/a,invalid
Q: this is a place for QUESTIONS  try asking some.r will you do me?r what color of condom?r kidding. but really.<br>A: screw you.r and stop texting me.r and probably go fall down some stairs.,this is a place for QUESTIONS  try asking some.r will you do me?r what color of condom?r kidding. but really., screw you.r and stop texting me.r and probably go fall down some stairs.,Yes,2,go fall down some stairs,Yes,7,"""condom",,,,invalid
Q: this one and the one about boys at six flags flirting with you that were older  yeah that&#39;s too<br>A: haha okayyy the only one about six flags was with me and nicky  name another :),this one and the one about boys at six flags flirting with you that were older  yeah that&#39;s too, haha okayyy the only one about six flags was with me and nicky  name another :),No,0,n/a,No,0,n/a,No,0,n/a,No
Q: thumbs up!r i just realize our sig pic is thumbs up! well mostly you xD<br>A: yeppppppppppppppppppp,thumbs up!r i just realize our sig pic is thumbs up! well mostly you xD, yeppppppppppppppppppp,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: To all the people saying that Tabi is fake: Shut your faces. She isn&#39;t fake  I know for a fact.<br>A: thanks!!!! who the eff is this cheyene chick they are talking about??,To all the people saying that Tabi is fake: Shut your faces. She isn&#39;t fake  I know for a fact., thanks!!!! who the eff is this cheyene chick they are talking about??,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: To all the people who were rude to tabi on here you can just shut up.clearly your too stupid to realize it but this is a place to ask her questions not be a complete bitch to her.tabi:do you prefer white or wheat bread?<br>A: lmfao hahahahahhah who ever said tha is my hero! but umm i loke white better :),To all the people who were rude to tabi on here you can just shut up.clearly your too stupid to realize it but this is a place to ask her questions not be a complete bitch to her.tabi:do you prefer white or wheat bread?, lmfao hahahahahhah who ever said tha is my hero! but umm i loke white better :),No,0,n/a,No,0,n/a,Yes,4,"""shut up",invalid
Q: To the question below  when you said: im not fat? Arent you suppose to say I&#39;m not fat  PERIOD? Cause if you put a question mark your saying your fat. DUMMY.<br>A: ummmm actually im saying im not fat likee in your stupid for saying that.r *dummie,To the question below  when you said: im not fat? Arent you suppose to say I&#39;m not fat  PERIOD? Cause if you put a question mark your saying your fat. DUMMY., ummmm actually im saying im not fat likee in your stupid for saying that.r *dummie,Yes,5,"""dummy",,,,,,,invalid
Q: told u he was a douche<br>A: welll,told u he was a douche, welll,No,0,N/A,No,0,n/a,Yes,1,told u he was a douche,invalid
Q: ttabaabiii!1!!!!!?!?!?!?i loooovvvveee youuu!!!!!!!<3yayaay soooo....hmhmhnhmYYEESS i thought ofa question!!here goeez:::::what is your favorite BOOK!!!??*!@lockerbudddie@!*<br>A: hahahahahahahahahahahhahahahaha  i recently read the weight of silence  and its really a good book.r *lover buddies for life **,ttabaabiii!1!!!!!?!?!?!?i loooovvvveee youuu!!!!!!!<3yayaay soooo....hmhmhnhmYYEESS i thought ofa question!!here goeez:::::what is your favorite BOOK!!!??*!@lockerbudddie@!*, hahahahahahahahahahahhahahahaha  i recently read the weight of silence  and its really a good book.r *lover buddies for life **,No,0,n/a,No,0,n/a,No,0,N/A,No
Q: u so made up tht guy jaybee<br>A: haha i did? lmfao  i have better things to do.,u so made up tht guy jaybee, haha i did? lmfao  i have better things to do.,No,0,n/a,No,0,n/a,No,0,N/A,No
Q: uhh i thought this was for questions sooooo heres a question i guess.haha icecream or brownies for the rest of your life? (only 1)<br>A: thank you! oooooohhh hot brownies right out of the oven :D,uhh i thought this was for questions sooooo heres a question i guess.haha icecream or brownies for the rest of your life? (only 1), thank you! oooooohhh hot brownies right out of the oven :D,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: uhm no anonimus person. maybe you needa lose some homo.<br>A: huh?? haha what,uhm no anonimus person. maybe you needa lose some homo., huh?? haha what,No,0,n/a,Yes,7,needa lose some homo,No,0,n/a,invalid
Q: Uhmm ... I LOVE how you people are like quit being anonoymous ... and then someone saying that Jack needs to grow a pair ..... REALLL COOOL  :) .... <3 Amberr<br>A: hahahhaahhahahahahahahahaahahahahahahahaha.yeahhh,Uhmm ... I LOVE how you people are like quit being anonoymous ... and then someone saying that Jack needs to grow a pair ..... REALLL COOOL  :) .... <3 Amberr, hahahhaahhahahahahahahahaahahahahahahahaha.yeahhh,No,0,n/a,Yes,1,someone saying that Jack needs to grow a pair,No,0,n/a,invalid
Q: Ur BEAUTIFUL! :)<br>A: :D thankyou!!! so are you! seriously!,Ur BEAUTIFUL! :), :D thankyou!!! so are you! seriously!,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: ur coooooool<br>A: thank you.,ur coooooool, thank you.,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Ur facebook is a fake  cos I saw 5other facebook with the same but diff last name and same pics and 1 has proof<br>A: oh please give me the links  that makes me really upset people are using my stuff  i sorta do have proof  i have videos from school  and to sign lanugage videos  and all my family is friends with me on it and people from school  but  tell me to make proof i will  but give me links?,Ur facebook is a fake  cos I saw 5other facebook with the same but diff last name and same pics and 1 has proof, oh please give me the links  that makes me really upset people are using my stuff  i sorta do have proof  i have videos from school  and to sign lanugage videos  and all my family is friends with me on it and people from school  but  tell me to make proof i will  but give me links?,No,0,n/a,Yes,1,Ur facebook is a fake cos I saw 5other facebook with the same but diff last name and same pics and 1 has proof,No,0,n/a,invalid
Q: Ur facebook is a fake  cos I saw 5other facebook with the same but diff last name and same pics and 1 has proof<br>A: well i pretty much have proof  and haha im reall as can be,Ur facebook is a fake  cos I saw 5other facebook with the same but diff last name and same pics and 1 has proof, well i pretty much have proof  and haha im reall as can be,Yes,2,ur facebook is a fake,Yes,1,Ur facebook is a fake cos I saw 5other facebook with the same but diff last name and same pics and 1 has proof,Yes,1,facebook is a fake cos,Yes
Q: Ur Fiit :)r<br>A: :) hahah thanksss,Ur Fiit :)r, :) hahah thanksss,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: ur not even really marred????? that guy is a fagit u 2 r not even goin out?? i dont get the big deal<br>A: ummmmmmmmmmmmmm? i think im aware that we werent really married haha im 14  and its not that big of a deal  and if you dont get it your not part of it ssooo you dont need to understand :),ur not even really marred????? that guy is a fagit u 2 r not even goin out?? i dont get the big deal, ummmmmmmmmmmmmm? i think im aware that we werent really married haha im 14  and its not that big of a deal  and if you dont get it your not part of it ssooo you dont need to understand :),No,0,n/a,Yes,1,that guy is a fagit,Yes,5,that guy is a fagit,invalid
Q: ur not that pretty... and u think that ur the prettiest girl..wow its stupid..<br>A: your evil  go be rude somewhere else  i dont even think im pretty,ur not that pretty... and u think that ur the prettiest girl..wow its stupid.., your evil  go be rude somewhere else  i dont even think im pretty,Yes,8,u think that ur the prettiest girl..wow its stupid,Yes,2,ur not that pretty... and u think that ur the prettiest girl..wow its stupid..,Yes,6,"""Saying that despite what the girl thinks",Yes
Q: Uuhh did you really add a random guy you don&#39;t know and now you talk to him all the time? That&#39;s a little desprate/ creepy cough<br>A: haha okay.,Uuhh did you really add a random guy you don&#39;t know and now you talk to him all the time? That&#39;s a little desprate/ creepy cough, haha okay.,Yes,1,that's a little desprate/creep cough,No,0,n/a,No,0,n/a,invalid
Q: Vampire weekend song  happy mood  and sad mood<br>A: hahahaha hmmmm thats sorta hard to choose. i dont listen to them very much.,Vampire weekend song  happy mood  and sad mood, hahahaha hmmmm thats sorta hard to choose. i dont listen to them very much.,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: VAMPIRE WEEKEND!<br>A: :))))))))))))))))))))),VAMPIRE WEEKEND!, :))))))))))))))))))))),No,0,N/A,No,0,n/a,No,0,n/a,No
Q: Vv ouch </3 to me  hey I&#39;m going to sleep.  Please ignore my texts. And tonight don&#39;t call. Talk to you tomorrow...I guess<br>A: :/ ugh.. why are you doing this again?,Vv ouch </3 to me  hey I&#39;m going to sleep.  Please ignore my texts. And tonight don&#39;t call. Talk to you tomorrow...I guess, :/ ugh.. why are you doing this again?,No,None,None,No,0,n/a,No,0,n/a,No
Q: Vvv I&#39;m sorry but I have a wife<3 Tabitha isn&#39;t a fake(: omfg! Let&#39;s make a song! An name it &quot;Tabitha Isnt A Fake So Fuck Off Anonmous You Have No Life Haha&quot;<br>A: hhahahaahhaahaha  sounds like a good song. lmfao i litterally laughed at my computer for like 3 miniets  and my sister was like wtf,Vvv I&#39;m sorry but I have a wife<3 Tabitha isn&#39;t a fake(: omfg! Let&#39;s make a song! An name it &quot;Tabitha Isnt A Fake So Fuck Off Anonmous You Have No Life Haha&quot;, hhahahaahhaahaha  sounds like a good song. lmfao i litterally laughed at my computer for like 3 miniets  and my sister was like wtf,Yes,6,"""""""Tabitha Isnt A Fake So Fuck Off Anonmous""""""",Yes,1,Tabitha isnt a fake so fuck off,No,0,n/a,invalid
Q: vvvvvvvummmmmmmmm<br>A: yeah idk either  i honestly think its that person we were just talking about  the one that annoys you,vvvvvvvummmmmmmmm, yeah idk either  i honestly think its that person we were just talking about  the one that annoys you,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Wait my phone?  -dakota<br>A: hahahaha yeahhhhhhhhhhhhhhhhh member when i was makin cup cakes and he like would text me and be like hey its day and im like hi and we would talk for a min then all asudden it was you and id be like wtf in my mind,Wait my phone?  -dakota, hahahaha yeahhhhhhhhhhhhhhhhh member when i was makin cup cakes and he like would text me and be like hey its day and im like hi and we would talk for a min then all asudden it was you and id be like wtf in my mind,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: wait sooo is there like a lot to tell me?<br>A: mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm yeah,wait sooo is there like a lot to tell me?, mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm yeah,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????<br>A: no  im tabitha jai locascio. myspace.com/tabiisaninja face book- http://www.facebook.com/profile.php?id=1601024519 I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures.,Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????, no  im tabitha jai locascio. myspace.com/tabiisaninja face book- http://www.facebook.com/profile.php?id=1601024519 I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures.,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????<br>A: no  im tabitha jai locascio. myspace.com/tabiisaninja face book- http://www.facebook.com/profile.php?id=1601024519 I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures  :) thankyou i would really apriciate it.,Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????, no  im tabitha jai locascio. myspace.com/tabiisaninja face book- http://www.facebook.com/profile.php?id=1601024519 I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures  :) thankyou i would really apriciate it.,No,0,n/a,No,0,N/A,No,0,n/a,No
Q: Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????<br>A: no  im tabitha jai locascio. myspace.com/tabiisaninja face book- http://www.facebook.com/profile.php?id=1601024519 I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures.,Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????, no  im tabitha jai locascio. myspace.com/tabiisaninja face book- http://www.facebook.com/profile.php?id=1601024519 I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures.,Yes,0,n/a,No,0,n/a,No,0,n/a,invalid
Q: Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????<br>A: no  im tabitha jai locascio. myspace.com/tabiisaninja face book- http://www.facebook.com/profile.php?id=1601024519 I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures  :) thankyou i would really apriciate it.,Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????, no  im tabitha jai locascio. myspace.com/tabiisaninja face book- http://www.facebook.com/profile.php?id=1601024519 I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures  :) thankyou i would really apriciate it.,No,0,n/a,No,0,n/a,No,None,None,No
Q: Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????<br>A: no  im tabitha jai locascio. myspace.com/tabiisaninja i have a face book to  ask for it. I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures.,Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????, no  im tabitha jai locascio. myspace.com/tabiisaninja i have a face book to  ask for it. I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures.,No,0,n/a,No,None,None,No,0,n/a,No
