"""@relation new_dataset""",
""" tabi what makes you think it was me?! come back to IF you know you want to i do want to.. :) but who is this hahahahah""",0
""" Tabi you are so pretty :) just wanted to say that haha haha thankyou :) omg people are being sooo nice to me haha thats sooo nice!""",0
###############################################################################################################################################################################################################################################################,0
""" tabi! you&#39;re hittin&#39; on my bestttt friend! WTF. whooo cares  i love you. :) hahahahaha >:) im evil mwahahahahahahahahaha""",0
""" Tabi&#39;s a ninja :D and I&#39;m a ninja star you spin me round and round. Lol being anonymous hides my shame for making that lame pickup line :) hahahahahahahhahahahahahahahahahahhahahahahahahahahahahaahahhahaahhahahaahahahaaaaaa!!!!!!!!""",0
""" Tabi. If you stopped hating on Texas everyone from Texas will stop getting pissed....so just stop.? It&#39;s that easy ummmm jack screw you  not my fault people get mad about a stupid state. and also its a inside joke so every one is lame.""",0
###############################################################################################################################################################################################################################################################,0
""" TABIAHHHH... ammmmmbbaaaaaa""",0
""" Tabigale jack.""",0
""" Tabitha  I love you. Please come into my life and love me. You are my life  it kills me that you don&#39;t love me back :( hmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm""",0
""" Tabitha Jai Locascio I love you sooo much <3 okay""",0
""" Tabithaaaaaa I love youuuuuuuuuuuuuu <3 :D i love you to<3""",0
""" tell me this bra why is you so awsomeeeeeee?? you is the best love youu hahahahahahahahahahahahahhahaha love you to :)""",0
""" Texas is the best state(: Everything is bigger AND better in Texas!!! Bahah hhahahaha okay :) nice opinion.""",0
""" text me(: you text mee""",0
""" Text me? you text me? haha""",0
""" Thanks :) yeppp""",0
""" thanks alot hahaha hahah your welcome.""",0
""" Thanks for ditching me on IM on facebook sorrrrrrrrrrry.""",0
""" thanks! so are you! :D hahah thankyou :)""",0
""" That person VV isn&#39;t daydrien is it?!?!? hahahahahahahahahahahahahahahahahahaha nopeee not at the moment. hahaha he was saying stuff like that earlyerr.""",0
""" That wasn&#39;t me hmmmmmmmmmmmmmmm""",0
""" That you&#39;re marriiieedddddd): hahahahah yeah sorry :) he is my husband""",0
""" That&#39;s okay; I have Aidan(: awhhh :) good""",0
""" Then report Cheyenne if your the real deal!!!! Vvv btw your cute jbatman (; hahah yeah he is my husband :) and i willl!!!!!!!!!!!!! thankyou :D""",0
""" this one and the one about boys at six flags flirting with you that were older  yeah that&#39;s too haha okayyy the only one about six flags was with me and nicky  name another :)""",0
""" thumbs up!r i just realize our sig pic is thumbs up! well mostly you xD yeppppppppppppppppppp""",0
""" To all the people saying that Tabi is fake: Shut your faces. She isn&#39;t fake  I know for a fact. thanks!!!! who the eff is this cheyene chick they are talking about??""",0
###############################################################################################################################################################################################################################################################,0
""" u so made up tht guy jaybee haha i did? lmfao  i have better things to do.""",0
""" uhh i thought this was for questions sooooo heres a question i guess.haha icecream or brownies for the rest of your life? (only 1) thank you! oooooohhh hot brownies right out of the oven :D""",0
""" Ur BEAUTIFUL! :) :D thankyou!!! so are you! seriously!""",0
""" ur coooooool thank you.""",0
""" Ur facebook is a fake  cos I saw 5other facebook with the same but diff last name and same pics and 1 has proof well i pretty much have proof  and haha im reall as can be""",1
""" Ur Fiit :)r :) hahah thanksss""",0
""" ur not that pretty... and u think that ur the prettiest girl..wow its stupid.. your evil  go be rude somewhere else  i dont even think im pretty""",1
""" Vampire weekend song  happy mood  and sad mood hahahaha hmmmm thats sorta hard to choose. i dont listen to them very much.""",0
""" VAMPIRE WEEKEND! :)))))))))))))))))))))""",0
""" Vv ouch </3 to me  hey I&#39;m going to sleep.  Please ignore my texts. And tonight don&#39;t call. Talk to you tomorrow...I guess :/ ugh.. why are you doing this again?""",0
""" vvvvvvvummmmmmmmm yeah idk either  i honestly think its that person we were just talking about  the one that annoys you""",0
""" Wait my phone?  -dakota hahahaha yeahhhhhhhhhhhhhhhhh member when i was makin cup cakes and he like would text me and be like hey its day and im like hi and we would talk for a min then all asudden it was you and id be like wtf in my mind""",0
""" wait sooo is there like a lot to tell me? mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm yeah""",0
###############################################################################################################################################################################################################################################################,0
###############################################################################################################################################################################################################################################################,0
###############################################################################################################################################################################################################################################################,0
###############################################################################################################################################################################################################################################################,0
""" Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake???? no i am tabitha jai locascio  im pretty sure this cheyenne is a fake  so please send me a link so i can check it out  i have amyspace and a facebook.""",0
""" well fine  cutest boy you know? hmm.r my husband.""",0
""" well w.e. its obvious he is a player so i think its funny u got played haha okay. i think its funny i dont care.""",0
""" well wat if he asks u out  would say yes or NO cause u like pryce :D i never said i liked pryce.""",0
""" Were you a Michael Jackson fan? ummm  im not sure. i guess""",0
""" What 3 things do you think will become obsolete in the next ten years? sheos  hate  medication""",0
""" What are your symptoms when you have fallen for someone? ;)""",0
""" What do you think JUstin? waaaiiiitttt what?""",0
""" What does your last text say?r seriously me to  it drives me crazy :(""",0
""" What if god was one of us? samantha shut up and stop stalking my form spring. you always do lmao""",0
###############################################################################################################################################################################################################################################################,0
